contract_id,worker_id,org_id,org_date,year,base_salary_lcu,gross_salary_lcu,net_salary_lcu,whours,country_code,country_name,adm1_name,adm1_code,start_date,end_date,paygrade,seniority,occupation_native,occupation_english,occupation_iscocode,occupation_isconame
1559,7769337779,SECRETARIA DE EDUCAÇÃO-400210-2010,2009-11-15,2012,1863.82,6564.54,3864.57,35,BRA,Brazil,Alagoas,AL,2019-10-31,,C,ACSND40,,teacher,,Civil Engineers
1504,7202994116,SECRETARIA DE FINANÇAS-200104-2009,2007-10-06,2003,2298.69,3941.93,9194.56,30,BRA,Brazil,Alagoas,AL,2000-12-09,,C,999,engenheiro civil,administrative assistant,2320,Civil Engineers
1957,2016580453,SECRETARIA DE FINANÇAS-200104-2009,2004-06-07,2012,1956.43,3479.61,3478.82,40,BRA,Brazil,Alagoas,AL,2010-03-04,,B,ACSND40,engenheiro civil,teacher,2221,Nursing Professionals
1176,8747791388,SECRETARIA DE EDUCAÇÃO-400210-2010,2002-05-27,2006,1103.89,2105.25,3314.51,30,BRA,Brazil,Alagoas,AL,1999-09-19,,C,999,,,9311,Teaching Professionals
1135,6120114839,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2017-04-12,2007,5795.55,7014.02,4202.9,20,BRA,Brazil,Alagoas,AL,1999-11-29,,E,AEM30E2,enfermeiro,nurse,9311,Teaching Professionals
1873,4384316712,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2000-02-20,2002,1751.78,8377.47,2185.38,40,BRA,Brazil,Alagoas,AL,2002-10-26,,,AEM30E2,engenheiro civil,,9311,Mining and Quarrying Labourers
1099,3134799123,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2013-10-10,2015,4755.97,820.85,3737.61,30,BRA,Brazil,Alagoas,AL,2020-10-26,,A,999,,teacher,2221,Nursing Professionals
1380,6463616111,SECRETARIA DE FINANÇAS-200104-2009,2006-01-16,2008,5475.49,3282.78,1567.39,20,BRA,Brazil,Alagoas,AL,2001-07-06,,H,ACMNB30,,administrative assistant,9311,Teaching Professionals
1860,8896517740,MINISTÉRIO DA SAÚDE-500312-2015,2010-08-29,2004,3970.34,7162.21,8319.83,40,BRA,Brazil,Alagoas,AL,1990-06-26,,D,FI2TC,professor,civil engineer,,Nursing Professionals
1180,3729826575,SECRETARIA DE FINANÇAS-200104-2009,2020-11-19,2004,4781.91,2383.11,1948.25,30,BRA,Brazil,Alagoas,AL,1990-10-30,1348272000000000000,A,ACSND40,engenheiro civil,teacher,2142,Teaching Professionals
1358,1322853827,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2001-02-10,2003,886.37,969.32,6968.88,30,BRA,Brazil,Alagoas,AL,2017-02-22,,G,999,enfermeiro,teacher,2221,Teaching Professionals
1865,8148897782,SECRETARIA DE EDUCAÇÃO-400210-2010,2000-09-30,2011,2359.44,4978.94,3544.98,44,BRA,Brazil,Alagoas,AL,2017-09-25,1363564800000000000,B,AEM30E2,professor,nurse,2142,Mining and Quarrying Labourers
1213,5839031579,SECRETARIA DE FINANÇAS-200104-2009,2007-11-21,2019,1554.35,3999.23,7416.73,40,BRA,Brazil,Alagoas,AL,2001-12-17,,E,ADPMA0,engenheiro civil,teacher,2320,Teaching Professionals
1630,5069623455,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2018-09-04,2014,3406.06,3872.0,5251.73,30,BRA,Brazil,Alagoas,AL,2004-04-19,,H,ADPMA0,professor,administrative assistant,9311,Teaching Professionals
1862,7124389212,SECRETARIA DE FINANÇAS-200104-2009,2016-03-21,2021,3062.38,6438.84,4836.52,35,BRA,Brazil,Alagoas,AL,1991-11-19,,,ADPMA0,engenheiro civil,administrative assistant,2142,
1411,6196678399,SECRETARIA DE FINANÇAS-200104-2009,2001-11-06,2009,4320.96,1600.5,1132.91,30,BRA,Brazil,Alagoas,AL,2011-05-27,1036281600000000000,G,FI2TC,engenheiro civil,,,Civil Engineers
1290,2531551761,SECRETARIA DE FINANÇAS-200104-2009,2016-11-30,2015,4026.53,5261.11,4466.19,35,BRA,Brazil,Alagoas,AL,2004-03-25,,F,ACSND40,adjunto administrativo,,2142,Teaching Professionals
1993,7015100461,MINISTÉRIO DA SAÚDE-500312-2015,2007-01-22,2012,3380.97,7435.36,9319.54,35,BRA,Brazil,Alagoas,AL,1990-08-10,,H,ADPMA0,professor,nurse,2142,Teaching Professionals
1588,3630011787,MINISTÉRIO DA SAÚDE-500312-2015,2004-09-07,2012,4188.92,9259.39,7629.07,30,BRA,Brazil,Alagoas,AL,1991-01-05,,,AEM30E2,engenheiro civil,nurse,,
1680,9552567410,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2007-01-01,2003,5294.58,2881.6,5979.55,20,BRA,Brazil,Alagoas,AL,2021-09-18,,F,ADPMA0,,administrative assistant,2142,Nursing Professionals
1899,9481185340,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2010-07-30,2019,3336.72,5439.95,2907.91,44,BRA,Brazil,Alagoas,AL,1999-10-19,,D,ACSND40,,civil engineer,2142,
1106,8615082903,SECRETARIA DE EDUCAÇÃO-400210-2010,2020-08-16,2010,2561.14,3023.21,521.68,35,BRA,Brazil,Alagoas,AL,2011-08-29,,G,FI2TC,professor,nurse,2221,
1837,7109733197,SECRETARIA DE EDUCAÇÃO-400210-2010,2009-11-03,2010,1974.9,7704.23,1758.44,30,BRA,Brazil,Alagoas,AL,2000-03-31,,E,,professor,teacher,2221,Teaching Professionals
1576,9252118017,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2004-07-21,2009,3930.82,4841.88,6095.47,20,BRA,Brazil,Alagoas,AL,2010-04-25,,G,ACSND40,,administrative assistant,2221,Nursing Professionals
1843,2728657890,MINISTÉRIO DA SAÚDE-500312-2015,2002-05-02,2009,4826.22,9257.02,8971.01,40,BRA,Brazil,Alagoas,AL,2004-03-28,,E,999,,teacher,2142,
1418,5726327524,MINISTÉRIO DA SAÚDE-500312-2015,2020-10-09,2002,6867.39,4635.0,2557.79,35,BRA,Brazil,Alagoas,AL,2015-03-07,,C,999,professor,nurse,2221,Teaching Professionals
1826,6245581167,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2006-04-09,2005,989.84,1827.25,7580.03,20,BRA,Brazil,Alagoas,AL,1998-11-14,,A,ACMNB30,adjunto administrativo,,2221,Civil Engineers
1394,5203795204,SECRETARIA DE EDUCAÇÃO-400210-2010,2006-07-06,2022,2991.88,1353.29,7327.75,44,BRA,Brazil,Alagoas,AL,2011-10-02,,B,AEM30E2,adjunto administrativo,civil engineer,2142,Nursing Professionals
1790,1779362699,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2005-07-31,2019,6737.68,1770.66,642.19,40,BRA,Brazil,Alagoas,AL,1993-03-17,,H,AEM30E2,professor,nurse,2320,Nursing Professionals
1717,6992559284,SECRETARIA DE FINANÇAS-200104-2009,2019-03-20,2020,1782.53,9688.7,9385.51,40,BRA,Brazil,Alagoas,AL,2008-07-10,,G,999,professor,,2221,Civil Engineers
1146,3162039898,SECRETARIA DE EDUCAÇÃO-400210-2010,2002-10-29,2016,4485.31,3079.06,3635.76,20,BRA,Brazil,Alagoas,AL,2011-10-17,,B,FI2TC,,,2142,
1484,4750274747,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2019-05-22,2009,1778.32,2286.08,3131.49,40,BRA,Brazil,Alagoas,AL,2003-07-07,,F,FI2TC,adjunto administrativo,teacher,,Civil Engineers
1271,6683992976,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2007-07-31,2013,1498.69,7470.17,4877.09,35,BRA,Brazil,Alagoas,AL,2000-02-06,,E,AEM30E2,enfermeiro,nurse,2221,
1411,4192333492,MINISTÉRIO DA SAÚDE-500312-2015,2022-01-18,2018,7660.38,3051.1,7056.85,20,BRA,Brazil,Alagoas,AL,2003-07-07,,F,FI2TC,engenheiro civil,nurse,2142,Teaching Professionals
1765,8847455048,MINISTÉRIO DA SAÚDE-500312-2015,2003-05-31,2014,5411.47,6413.66,3635.16,30,BRA,Brazil,Alagoas,AL,1990-02-24,968112000000000000,B,ACSND40,,civil engineer,2221,Nursing Professionals
1158,3688699975,SECRETARIA DE EDUCAÇÃO-400210-2010,2005-05-02,2014,4250.14,4298.79,4328.32,30,BRA,Brazil,Alagoas,AL,2015-05-30,,G,ACSND40,professor,,2221,Nursing Professionals
1180,2755029236,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2016-12-08,2018,797.76,1154.54,1836.58,44,BRA,Brazil,Alagoas,AL,2008-10-20,,A,ADPMA0,enfermeiro,administrative assistant,2142,Nursing Professionals
1582,8038370221,SECRETARIA DE EDUCAÇÃO-400210-2010,2022-04-14,2016,3624.51,6043.45,2217.87,20,BRA,Brazil,Alagoas,AL,1990-01-19,,G,ACSND40,enfermeiro,nurse,,Mining and Quarrying Labourers
1365,5799621587,MINISTÉRIO DA SAÚDE-500312-2015,2015-07-15,2003,7861.27,3704.88,7694.29,44,BRA,Brazil,Alagoas,AL,1999-11-15,,G,FI2TC,,,2320,
1371,7789502206,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2012-10-23,2007,2668.07,4867.27,3384.63,40,BRA,Brazil,Alagoas,AL,2018-05-25,,D,FI2TC,enfermeiro,administrative assistant,,Teaching Professionals
1154,2586955867,SECRETARIA DE FINANÇAS-200104-2009,2013-07-20,2011,923.35,7013.33,6507.59,40,BRA,Brazil,Alagoas,AL,2006-03-30,1142985600000000000,C,,enfermeiro,nurse,2142,Teaching Professionals
1720,2382903701,SECRETARIA DE FINANÇAS-200104-2009,2011-03-06,2006,5115.95,8582.89,1427.7,35,BRA,Brazil,Alagoas,AL,2013-07-30,1556841600000000000,C,FI2TC,enfermeiro,administrative assistant,2142,
1390,5673560687,SECRETARIA DE EDUCAÇÃO-400210-2010,2013-02-23,2012,1023.07,5598.92,7818.38,44,BRA,Brazil,Alagoas,AL,2013-11-30,,F,999,enfermeiro,civil engineer,2221,Civil Engineers
1782,8464081833,SECRETARIA DE FINANÇAS-200104-2009,2008-12-15,2004,5794.42,4219.21,4216.56,35,BRA,Brazil,Alagoas,AL,2005-08-02,,F,AEM30E2,professor,,2320,Civil Engineers
1255,1145836988,SECRETARIA DE EDUCAÇÃO-400210-2010,2021-08-09,2001,6535.66,8021.6,1627.72,35,BRA,Brazil,Alagoas,AL,2019-05-09,,B,FI2TC,,teacher,2221,
1244,5738058663,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2019-07-29,2008,3698.86,1686.68,5585.35,20,BRA,Brazil,Alagoas,AL,2017-06-13,,A,999,,,2221,Civil Engineers
1359,3741505351,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2017-02-09,2009,3478.39,3641.55,4136.53,20,BRA,Brazil,Alagoas,AL,1990-07-16,,D,AEM30E2,,,2142,
1971,1293793549,MINISTÉRIO DA SAÚDE-500312-2015,2004-07-07,2001,2613.6,7792.22,8189.05,40,BRA,Brazil,Alagoas,AL,1990-10-15,,G,ACMNB30,,civil engineer,2142,Teaching Professionals
1950,7486266944,MINISTÉRIO DA SAÚDE-500312-2015,2004-12-26,2002,7620.89,8520.37,5850.88,44,BRA,Brazil,Alagoas,AL,2005-12-06,,B,999,enfermeiro,,9311,Teaching Professionals
1967,1110156110,MINISTÉRIO DA SAÚDE-500312-2015,2010-03-01,2020,2364.43,4068.74,7137.59,30,BRA,Brazil,Alagoas,AL,1999-07-02,,D,ACMNB30,enfermeiro,civil engineer,2221,Teaching Professionals
1129,7922078085,SECRETARIA DE EDUCAÇÃO-400210-2010,2017-07-08,2021,2037.1,2207.57,6646.13,35,BRA,Brazil,Alagoas,AL,1998-02-27,1237334400000000000,H,ACMNB30,,teacher,2142,Civil Engineers
1555,4056639321,SECRETARIA DE EDUCAÇÃO-400210-2010,2002-04-01,2011,3209.8,6078.84,4434.61,40,BRA,Brazil,Alagoas,AL,2012-09-22,,A,ACMNB30,professor,,9311,Teaching Professionals
1186,3561918404,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2020-12-24,2003,3307.77,5839.92,1283.42,40,BRA,Brazil,Alagoas,AL,2022-06-24,1344988800000000000,H,ACMNB30,engenheiro civil,administrative assistant,2320,Teaching Professionals
1357,2416737434,SECRETARIA DE EDUCAÇÃO-400210-2010,2012-10-04,2019,4034.4,9385.43,1358.39,44,BRA,Brazil,Alagoas,AL,2016-02-02,,G,,adjunto administrativo,nurse,9311,Civil Engineers
1695,8774577703,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2004-02-24,2002,6772.61,3021.31,9256.59,30,BRA,Brazil,Alagoas,AL,1994-08-28,,E,ADPMA0,professor,civil engineer,9311,Civil Engineers
1537,5587864162,SECRETARIA DE EDUCAÇÃO-400210-2010,2005-06-07,2015,1109.85,4984.83,2627.92,40,BRA,Brazil,Alagoas,AL,1992-08-07,1521849600000000000,B,ACMNB30,professor,nurse,2221,Civil Engineers
1434,3075391924,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2000-04-21,2004,4641.8,2982.11,1705.11,40,BRA,Brazil,Alagoas,AL,2005-07-26,,,ADPMA0,adjunto administrativo,civil engineer,,Mining and Quarrying Labourers
1980,7746066127,SECRETARIA DE FINANÇAS-200104-2009,2012-08-10,2008,3571.83,6773.24,2595.73,40,BRA,Brazil,Alagoas,AL,2016-08-07,,E,ACMNB30,adjunto administrativo,administrative assistant,2320,Civil Engineers
1824,6247879367,SECRETARIA DE FINANÇAS-200104-2009,2008-03-18,2015,6503.53,4026.65,3977.22,44,BRA,Brazil,Alagoas,AL,2019-01-24,1181433600000000000,C,999,professor,teacher,2221,Civil Engineers
1305,3335012142,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2014-06-23,2011,7264.75,9703.39,2561.27,44,BRA,Brazil,Alagoas,AL,2014-03-08,,A,ACMNB30,,teacher,,Civil Engineers
1780,5295502912,MINISTÉRIO DA SAÚDE-500312-2015,2011-03-24,2016,2802.03,1763.63,5058.52,20,BRA,Brazil,Alagoas,AL,2020-08-03,1568332800000000000,G,999,adjunto administrativo,nurse,2142,Nursing Professionals
1530,9100952962,SECRETARIA DE EDUCAÇÃO-400210-2010,2018-07-22,2018,2029.08,7294.75,6916.47,35,BRA,Brazil,Alagoas,AL,1994-05-27,,F,AEM30E2,enfermeiro,civil engineer,9311,Nursing Professionals
1465,4216860784,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2008-03-28,2000,608.86,8435.57,3425.43,30,BRA,Brazil,Alagoas,AL,2009-08-26,,G,ADPMA0,professor,teacher,,Mining and Quarrying Labourers
1513,9667636611,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2013-07-15,2011,1991.61,766.28,5279.49,35,BRA,Brazil,Alagoas,AL,1996-02-22,,F,,enfermeiro,nurse,2320,Mining and Quarrying Labourers
1051,2471945592,MINISTÉRIO DA SAÚDE-500312-2015,2018-11-03,2009,7085.43,2509.14,2344.84,30,BRA,Brazil,Alagoas,AL,2015-09-12,1725062400000000000,G,ACSND40,engenheiro civil,nurse,9311,Mining and Quarrying Labourers
1940,3240557536,SECRETARIA DE EDUCAÇÃO-400210-2010,2008-12-03,2000,2281.23,5497.3,4758.18,30,BRA,Brazil,Alagoas,AL,2022-07-11,,H,,,civil engineer,2221,Teaching Professionals
1885,5799112272,SECRETARIA DE FINANÇAS-200104-2009,2004-06-03,2009,2675.21,7927.91,6383.17,44,BRA,Brazil,Alagoas,AL,2000-01-04,,A,ADPMA0,adjunto administrativo,administrative assistant,9311,
1745,3306528410,SECRETARIA DE FINANÇAS-200104-2009,2021-05-22,2013,7302.15,855.24,6941.51,35,BRA,Brazil,Alagoas,AL,2004-02-20,,C,AEM30E2,professor,,2221,Mining and Quarrying Labourers
1304,4584130976,SECRETARIA DE FINANÇAS-200104-2009,2007-05-28,2008,5693.1,9352.74,3182.08,44,BRA,Brazil,Alagoas,AL,1995-12-20,,F,ACMNB30,,administrative assistant,2221,Civil Engineers
1056,3644396857,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2016-07-14,2022,1876.86,2262.95,7589.29,44,BRA,Brazil,Alagoas,AL,1996-07-19,,A,FI2TC,adjunto administrativo,,2221,Nursing Professionals
1987,2142327365,SECRETARIA DE FINANÇAS-200104-2009,2021-03-17,2000,4250.26,4796.37,8065.42,30,BRA,Brazil,Alagoas,AL,2014-06-12,1481155200000000000,D,ACMNB30,adjunto administrativo,nurse,2320,Nursing Professionals
1945,6875530184,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2001-07-02,2000,584.75,7814.51,3774.57,35,BRA,Brazil,Alagoas,AL,2020-08-22,1327449600000000000,,,,nurse,2221,Mining and Quarrying Labourers
1342,5418199257,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2020-04-03,2016,2793.64,1685.1,3709.51,20,BRA,Brazil,Alagoas,AL,2001-09-12,,A,AEM30E2,engenheiro civil,teacher,2142,Mining and Quarrying Labourers
1515,9046143080,MINISTÉRIO DA SAÚDE-500312-2015,2015-11-13,2003,1614.58,7695.05,4344.46,44,BRA,Brazil,Alagoas,AL,1996-12-02,,F,ADPMA0,adjunto administrativo,civil engineer,2142,Civil Engineers
1067,2739249843,PROCURADORIA JUNTO AO TRIBUNAL DE CONTAS-301205-2012,2009-05-05,2014,630.57,5304.28,7971.77,40,BRA,Brazil,Alagoas,AL,1990-04-19,,D,ACMNB30,enfermeiro,nurse,2142,Civil Engineers
1139,6901613768,MINISTÉRIO DA SAÚDE-500312-2015,2007-07-03,2015,7014.37,1773.61,1762.91,44,BRA,Brazil,Alagoas,AL,2014-12-19,,B,999,professor,teacher,2142,Civil Engineers
1661,7368485244,MINISTÉRIO DA SAÚDE-500312-2015,2010-08-10,2011,7958.91,8035.07,2223.92,20,BRA,Brazil,Alagoas,AL,2000-11-04,,C,FI2TC,professor,nurse,2221,Civil Engineers
